Dataset                      Metric                   metric valor    d     l
../datasets_2/kemerer.arff   MAE                       55.6404        2  0.05
../datasets_2/kemerer.arff   Median Absolute Error     70.0709        2  0.05
../datasets_2/kemerer.arff   RMSE                      67.2188        2  0.05
../datasets_2/kemerer.arff   R2 Score                   0.754115      2  0.05
../datasets_2/kemerer.arff   MAE                       35.2432        2  0.1
../datasets_2/kemerer.arff   Median Absolute Error     36.4813        2  0.1
../datasets_2/kemerer.arff   RMSE                      43.999         2  0.1
../datasets_2/kemerer.arff   R2 Score                   0.894649      2  0.1
../datasets_2/kemerer.arff   MAE                      108.464         2  0.15
../datasets_2/kemerer.arff   Median Absolute Error     72.9813        2  0.15
../datasets_2/kemerer.arff   RMSE                     145.127         2  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.146158      2  0.15
../datasets_2/kemerer.arff   MAE                       78.2734        2  0.2
../datasets_2/kemerer.arff   Median Absolute Error     58.1909        2  0.2
../datasets_2/kemerer.arff   RMSE                     103.505         2  0.2
../datasets_2/kemerer.arff   R2 Score                   0.41699       2  0.2
../datasets_2/kemerer.arff   MAE                      105.333         2  0.25
../datasets_2/kemerer.arff   Median Absolute Error     64.922         2  0.25
../datasets_2/kemerer.arff   RMSE                     144.058         2  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.129347      2  0.25
../datasets_2/kemerer.arff   MAE                      107.486         3  0.05
../datasets_2/kemerer.arff   Median Absolute Error     78.2706        3  0.05
../datasets_2/kemerer.arff   RMSE                     140.533         3  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.0747441     3  0.05
../datasets_2/kemerer.arff   MAE                       58.839         3  0.1
../datasets_2/kemerer.arff   Median Absolute Error     72.3062        3  0.1
../datasets_2/kemerer.arff   RMSE                      70.0539        3  0.1
../datasets_2/kemerer.arff   R2 Score                   0.732937      3  0.1
../datasets_2/kemerer.arff   MAE                       21.4471        3  0.15
../datasets_2/kemerer.arff   Median Absolute Error      6.11085       3  0.15
../datasets_2/kemerer.arff   RMSE                      32.7865        3  0.15
../datasets_2/kemerer.arff   R2 Score                   0.941502      3  0.15
../datasets_2/kemerer.arff   MAE                       39.4726        3  0.2
../datasets_2/kemerer.arff   Median Absolute Error     57.5025        3  0.2
../datasets_2/kemerer.arff   RMSE                      48.1626        3  0.2
../datasets_2/kemerer.arff   R2 Score                   0.873768      3  0.2
../datasets_2/kemerer.arff   MAE                      124.624         3  0.25
../datasets_2/kemerer.arff   Median Absolute Error     69.4588        3  0.25
../datasets_2/kemerer.arff   RMSE                     176.738         3  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.699852      3  0.25
../datasets_2/kemerer.arff   MAE                      113.225         4  0.05
../datasets_2/kemerer.arff   Median Absolute Error     82.7866        4  0.05
../datasets_2/kemerer.arff   RMSE                     143.952         4  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.127684      4  0.05
../datasets_2/kemerer.arff   MAE                      160.996         4  0.1
../datasets_2/kemerer.arff   Median Absolute Error     72.0841        4  0.1
../datasets_2/kemerer.arff   RMSE                     233.876         4  0.1
../datasets_2/kemerer.arff   R2 Score                  -1.97661       4  0.1
../datasets_2/kemerer.arff   MAE                       64.0536        4  0.15
../datasets_2/kemerer.arff   Median Absolute Error     83.2109        4  0.15
../datasets_2/kemerer.arff   RMSE                      69.7915        4  0.15
../datasets_2/kemerer.arff   R2 Score                   0.734933      4  0.15
../datasets_2/kemerer.arff   MAE                      187.625         4  0.2
../datasets_2/kemerer.arff   Median Absolute Error     75.1017        4  0.2
../datasets_2/kemerer.arff   RMSE                     276.951         4  0.2
../datasets_2/kemerer.arff   R2 Score                  -3.17403       4  0.2
../datasets_2/kemerer.arff   MAE                       73.1195        4  0.25
../datasets_2/kemerer.arff   Median Absolute Error     88.6084        4  0.25
../datasets_2/kemerer.arff   RMSE                      80.0489        4  0.25
../datasets_2/kemerer.arff   R2 Score                   0.651292      4  0.25
../datasets_2/kemerer.arff   MAE                       36.4897        5  0.05
../datasets_2/kemerer.arff   Median Absolute Error     53.0425        5  0.05
../datasets_2/kemerer.arff   RMSE                      44.2691        5  0.05
../datasets_2/kemerer.arff   R2 Score                   0.893352      5  0.05
../datasets_2/kemerer.arff   MAE                       40.9909        5  0.1
../datasets_2/kemerer.arff   Median Absolute Error     38.9758        5  0.1
../datasets_2/kemerer.arff   RMSE                      47.2509        5  0.1
../datasets_2/kemerer.arff   R2 Score                   0.878502      5  0.1
../datasets_2/kemerer.arff   MAE                       52.3978        5  0.15
../datasets_2/kemerer.arff   Median Absolute Error     45.7888        5  0.15
../datasets_2/kemerer.arff   RMSE                      57.701         5  0.15
../datasets_2/kemerer.arff   R2 Score                   0.818817      5  0.15
../datasets_2/kemerer.arff   MAE                       74.7556        5  0.2
../datasets_2/kemerer.arff   Median Absolute Error     83.3002        5  0.2
../datasets_2/kemerer.arff   RMSE                      82.7542        5  0.2
../datasets_2/kemerer.arff   R2 Score                   0.627325      5  0.2
../datasets_2/kemerer.arff   MAE                      114.603         5  0.25
../datasets_2/kemerer.arff   Median Absolute Error     56.9696        5  0.25
../datasets_2/kemerer.arff   RMSE                     168.41          5  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.54343       5  0.25
../datasets_2/cocomo81.arff  MAE                      218.339         1  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    178.814         1  0.05
../datasets_2/cocomo81.arff  RMSE                     265.063         1  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.504402      1  0.05
../datasets_2/cocomo81.arff  MAE                      238.98          1  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    238.638         1  0.1
../datasets_2/cocomo81.arff  RMSE                     283.945         1  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.431279      1  0.1
../datasets_2/cocomo81.arff  MAE                      285.645         1  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    309.737         1  0.15
../datasets_2/cocomo81.arff  RMSE                     317.326         1  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.2897        1  0.15
../datasets_2/cocomo81.arff  MAE                      293.071         1  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    312.001         1  0.2
../datasets_2/cocomo81.arff  RMSE                     332.807         1  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.218702      1  0.2
../datasets_2/cocomo81.arff  MAE                      273.708         1  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    274.96          1  0.25
../datasets_2/cocomo81.arff  RMSE                     313.488         1  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.306777      1  0.25
../datasets_2/cocomo81.arff  MAE                      156.259         2  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     99.3897        2  0.05
../datasets_2/cocomo81.arff  RMSE                     257.911         2  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.530786      2  0.05
../datasets_2/cocomo81.arff  MAE                      143.521         2  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     57.7043        2  0.1
../datasets_2/cocomo81.arff  RMSE                     252.003         2  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.552036      2  0.1
../datasets_2/cocomo81.arff  MAE                      135.852         2  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     45.4441        2  0.15
../datasets_2/cocomo81.arff  RMSE                     240.704         2  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.591308      2  0.15
../datasets_2/cocomo81.arff  MAE                      117.628         2  0.2
../datasets_2/cocomo81.arff  Median Absolute Error     33.4451        2  0.2
../datasets_2/cocomo81.arff  RMSE                     222.821         2  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.649778      2  0.2
../datasets_2/cocomo81.arff  MAE                      127.473         2  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     35.8268        2  0.25
../datasets_2/cocomo81.arff  RMSE                     227.452         2  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.635069      2  0.25
../datasets_2/cocomo81.arff  MAE                      139.552         3  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     67.1091        3  0.05
../datasets_2/cocomo81.arff  RMSE                     227.455         3  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.635059      3  0.05
../datasets_2/cocomo81.arff  MAE                      132.779         3  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     49.4406        3  0.1
../datasets_2/cocomo81.arff  RMSE                     218.156         3  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.66429       3  0.1
../datasets_2/cocomo81.arff  MAE                      134.821         3  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     53.3002        3  0.15
../datasets_2/cocomo81.arff  RMSE                     228.075         3  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.633068      3  0.15
../datasets_2/cocomo81.arff  MAE                      135.14          3  0.2
../datasets_2/cocomo81.arff  Median Absolute Error     39.4605        3  0.2
../datasets_2/cocomo81.arff  RMSE                     221.078         3  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.655237      3  0.2
../datasets_2/cocomo81.arff  MAE                      130.486         3  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     40.3017        3  0.25
../datasets_2/cocomo81.arff  RMSE                     228.859         3  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.630541      3  0.25
../datasets_2/cocomo81.arff  MAE                      135.009         4  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     14.9931        4  0.05
../datasets_2/cocomo81.arff  RMSE                     259.701         4  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.524251      4  0.05
../datasets_2/cocomo81.arff  MAE                      126.28          4  0.1
