Dataset                      Metric                   Metric Value    d    n
../datasets_2/cocomo81.arff  RMSE                     566.538        10   18
../datasets_2/cocomo81.arff  R2 Score                  -0.0386425    10   18
../datasets_2/cocomo81.arff  MAE                      291.635        10   19
../datasets_2/cocomo81.arff  Median Absolute Error     61.25         10   19
../datasets_2/cocomo81.arff  RMSE                     575.142        10   19
../datasets_2/cocomo81.arff  R2 Score                  -0.0704318    10   19
../datasets_2/cocomo81.arff  MAE                      316.827        10   20
../datasets_2/cocomo81.arff  Median Absolute Error     61.25         10   20
../datasets_2/cocomo81.arff  RMSE                     589.791        10   20
../datasets_2/cocomo81.arff  R2 Score                  -0.125653     10   20
../datasets_2/china.arff     MAE                      630.925         5   11
../datasets_2/china.arff     Median Absolute Error    351.455         5   11
../datasets_2/china.arff     RMSE                    1760.45          5   11
../datasets_2/china.arff     R2 Score                   0.896892      5   11
../datasets_2/china.arff     MAE                      532.745         5   12
../datasets_2/china.arff     Median Absolute Error    244.056         5   12
../datasets_2/china.arff     RMSE                    1727.91          5   12
../datasets_2/china.arff     R2 Score                   0.900668      5   12
../datasets_2/china.arff     MAE                      532.745         5   13
../datasets_2/china.arff     Median Absolute Error    244.056         5   13
../datasets_2/china.arff     RMSE                    1727.91          5   13
../datasets_2/china.arff     R2 Score                   0.900668      5   13
../datasets_2/china.arff     MAE                      522.495         5   14
../datasets_2/china.arff     Median Absolute Error    244.056         5   14
../datasets_2/china.arff     RMSE                    1632.96          5   14
../datasets_2/china.arff     R2 Score                   0.911285      5   14
../datasets_2/china.arff     MAE                      534.211         5   15
../datasets_2/china.arff     Median Absolute Error    252.955         5   15
../datasets_2/china.arff     RMSE                    1638.82          5   15
../datasets_2/china.arff     R2 Score                   0.910647      5   15
../datasets_2/china.arff     MAE                      534.211         5   16
../datasets_2/china.arff     Median Absolute Error    252.955         5   16
../datasets_2/china.arff     RMSE                    1638.82          5   16
../datasets_2/china.arff     R2 Score                   0.910647      5   16
../datasets_2/china.arff     MAE                      538.929         5   17
../datasets_2/china.arff     Median Absolute Error    265.519         5   17
../datasets_2/china.arff     RMSE                    1625.56          5   17
../datasets_2/china.arff     R2 Score                   0.912087      5   17
../datasets_2/china.arff     MAE                      580.181         5   18
../datasets_2/china.arff     Median Absolute Error    260.639         5   18
../datasets_2/china.arff     RMSE                    2104.12          5   18
../datasets_2/china.arff     R2 Score                   0.852706      5   18
../datasets_2/china.arff     MAE                      528.933         5   19
../datasets_2/china.arff     Median Absolute Error    260.639         5   19
../datasets_2/china.arff     RMSE                    1619.16          5   19
../datasets_2/china.arff     R2 Score                   0.912778      5   19
../datasets_2/china.arff     MAE                      586.412         5   20
../datasets_2/china.arff     Median Absolute Error    260.639         5   20
../datasets_2/china.arff     RMSE                    2109.91          5   20
../datasets_2/china.arff     R2 Score                   0.851893      5   20
../datasets_2/china.arff     MAE                      630.925         6   11
../datasets_2/china.arff     Median Absolute Error    351.455         6   11
../datasets_2/china.arff     RMSE                    1760.45          6   11
../datasets_2/china.arff     R2 Score                   0.896892      6   11
../datasets_2/china.arff     MAE                      532.745         6   12
../datasets_2/china.arff     Median Absolute Error    244.056         6   12
../datasets_2/china.arff     RMSE                    1727.91          6   12
../datasets_2/china.arff     R2 Score                   0.900668      6   12
../datasets_2/china.arff     MAE                      532.745         6   13
../datasets_2/china.arff     Median Absolute Error    244.056         6   13
../datasets_2/china.arff     RMSE                    1727.91          6   13
../datasets_2/china.arff     R2 Score                   0.900668      6   13
../datasets_2/china.arff     MAE                      522.495         6   14
../datasets_2/china.arff     Median Absolute Error    244.056         6   14
../datasets_2/china.arff     RMSE                    1632.96          6   14
../datasets_2/china.arff     R2 Score                   0.911285      6   14
../datasets_2/china.arff     MAE                      534.211         6   15
../datasets_2/china.arff     Median Absolute Error    252.955         6   15
../datasets_2/china.arff     RMSE                    1638.82          6   15
../datasets_2/china.arff     R2 Score                   0.910647      6   15
../datasets_2/china.arff     MAE                      534.211         6   16
../datasets_2/china.arff     Median Absolute Error    252.955         6   16
../datasets_2/china.arff     RMSE                    1638.82          6   16
../datasets_2/china.arff     R2 Score                   0.910647      6   16
../datasets_2/china.arff     MAE                      538.929         6   17
../datasets_2/china.arff     Median Absolute Error    265.519         6   17
../datasets_2/china.arff     RMSE                    1625.56          6   17
../datasets_2/china.arff     R2 Score                   0.912087      6   17
../datasets_2/china.arff     MAE                      528.933         6   18
../datasets_2/china.arff     Median Absolute Error    260.639         6   18
../datasets_2/china.arff     RMSE                    1619.16          6   18
../datasets_2/china.arff     R2 Score                   0.912778      6   18
../datasets_2/china.arff     MAE                      528.933         6   19
../datasets_2/china.arff     Median Absolute Error    260.639         6   19
../datasets_2/china.arff     RMSE                    1619.16          6   19
../datasets_2/china.arff     R2 Score                   0.912778      6   19
../datasets_2/china.arff     MAE                      535.164         6   20
../datasets_2/china.arff     Median Absolute Error    260.639         6   20
../datasets_2/china.arff     RMSE                    1626.69          6   20
../datasets_2/china.arff     R2 Score                   0.911965      6   20
../datasets_2/china.arff     MAE                      630.925         7   11
../datasets_2/china.arff     Median Absolute Error    351.455         7   11
../datasets_2/china.arff     RMSE                    1760.45          7   11
../datasets_2/china.arff     R2 Score                   0.896892      7   11
../datasets_2/china.arff     MAE                      532.745         7   12
../datasets_2/china.arff     Median Absolute Error    244.056         7   12
../datasets_2/china.arff     RMSE                    1727.91          7   12
../datasets_2/china.arff     R2 Score                   0.900668      7   12
../datasets_2/china.arff     MAE                      532.745         7   13
../datasets_2/china.arff     Median Absolute Error    244.056         7   13
../datasets_2/china.arff     RMSE                    1727.91          7   13
../datasets_2/china.arff     R2 Score                   0.900668      7   13
../datasets_2/china.arff     MAE                      573.743         7   14
../datasets_2/china.arff     Median Absolute Error    244.056         7   14
../datasets_2/china.arff     RMSE                    2114.75          7   14
../datasets_2/china.arff     R2 Score                   0.851213      7   14
../datasets_2/china.arff     MAE                      585.458         7   15
../datasets_2/china.arff     Median Absolute Error    252.955         7   15
../datasets_2/china.arff     RMSE                    2119.28          7   15
../datasets_2/china.arff     R2 Score                   0.850575      7   15
../datasets_2/china.arff     MAE                      534.211         7   16
../datasets_2/china.arff     Median Absolute Error    252.955         7   16
../datasets_2/china.arff     RMSE                    1638.82          7   16
../datasets_2/china.arff     R2 Score                   0.910647      7   16
../datasets_2/china.arff     MAE                      538.929         7   17
../datasets_2/china.arff     Median Absolute Error    265.519         7   17
../datasets_2/china.arff     RMSE                    1625.56          7   17
../datasets_2/china.arff     R2 Score                   0.912087      7   17
../datasets_2/china.arff     MAE                      580.181         7   18
../datasets_2/china.arff     Median Absolute Error    260.639         7   18
../datasets_2/china.arff     RMSE                    2104.12          7   18
../datasets_2/china.arff     R2 Score                   0.852706      7   18
../datasets_2/china.arff     MAE                      528.933         7   19
../datasets_2/china.arff     Median Absolute Error    260.639         7   19
../datasets_2/china.arff     RMSE                    1619.16          7   19
../datasets_2/china.arff     R2 Score                   0.912778      7   19
../datasets_2/china.arff     MAE                      535.164         7   20
../datasets_2/china.arff     Median Absolute Error    260.639         7   20
../datasets_2/china.arff     RMSE                    1626.69          7   20
../datasets_2/china.arff     R2 Score                   0.911965      7   20
../datasets_2/china.arff     MAE                      630.925         8   11
../datasets_2/china.arff     Median Absolute Error    351.455         8   11
../datasets_2/china.arff     RMSE                    1760.45          8   11
